,Swap 3M 5Y spread,dUSDHUF,dEURHUF,EMBI,HUN 5Y USD CDS,OIS 3M spread,EUR 3M REPO,Eurozone AAA,Volume AAA bond,HUF 3Y overquote,HUF 5Y overquote,HUF 3Y HUF 5Y overquote,Assets/lt f debt,ECB DEPOSIT ,TED spread,Swap tender,Deviza tender DUMMY,FX tender,Swap 3M spread EURHUF,Swap 3M spread HUFEUR,Swap 3M spread
7/1/2014,0.156033706,0.008188828,0.007045114,281.29,164.82,0.0504,0.178,0.001219364,19,0,0,0,15.54688186,0,21.15,0,0,0,0,0,0
7/2/2014,0.149058363,0.001708541,0.00022437,276.68,164.82,0.058,0.176,-0.003222344,20,0,0,0,15.54688186,0,21.94,0,0,0,0,0,0
7/3/2014,0.14793395,-0.003507852,-0.006946706,276.41,164.82,0.053,0.174,-0.000538068,4,0.599,0,0.599,15.54688186,0,22.7,0,0,0,0,0,0
7/4/2014,0.147502323,0.002807266,0.001676771,276.66,164.82,0.053,0.172,0.001711032,21,0,0,0,15.54688186,0,22.8,0,0,0,0,0,0
7/7/2014,0.146281659,-0.001007954,-0.000386698,276.91,164.82,0.054,0.166,0.000537149,37,0,0,0,15.54688186,0,22.4,0,0,0,0,0,0
7/8/2014,0.147417315,-0.00461448,-0.00390758,277.87,164.82,0.059,0.164,0.001999562,0,0,0,0,15.54688186,0,21.33,0,0,0,0,0,0
7/9/2014,0.134893438,0.00017618,0.00223016,276.7,164.82,0.057,0.162,-0.000487329,0,0,0,0,15.54688186,0,21.38,0,0,0,0,0,0
7/10/2014,0.147252457,0.003078143,0.000742283,279.65,164.82,0.058,0.16,0.00204519,0,0,1.176179754,1.176179754,15.54688186,0,21.84,0,0,0,0,0,0
7/11/2014,0.158257426,0.000789993,0.000580533,280.59,164.82,0.0595,0.158,-0.000243256,156,0,0,0,15.54688186,0,21.84,0,0,0,0,0,0
7/14/2014,0.152510857,-0.004264586,-0.003358851,279.77,164.82,0.062,0.152,9.73E-05,0,0,0,0,15.54688186,0,21.74,0,0,0,0,0,0
7/15/2014,0.164159169,0.005010119,0.001357817,280.73,164.82,0.0615,0.15,0.000389143,100,0,0,0,15.54688186,0,21.79,0,0,0,0,0,0
7/16/2014,0.169328317,0.002976584,-0.00025849,281.51,164.82,0.06,0.148,0.000972195,79,0,0,0,15.54688186,0,21.84,0,0,0,0,0,0
7/17/2014,0.178827481,0.006404553,0.006410175,291.64,164.82,0.059,0.146,0.001796073,0,0,0,0,15.54688186,0,22.35,0,0,0,0,0,0
7/18/2014,0.185176689,-0.004963221,-0.004892504,286.34,164.82,0.0705,0.141,0.000436395,0,0,0,0,15.54688186,0,22.15,0,0,0,0,0,0
7/21/2014,0.167626081,-0.000916971,-0.00109766,289.27,164.82,0.073,0.137,0.000775344,0,0,0,0,15.54688186,0,21.79,0,0,0,0,0,0
7/22/2014,0.186126862,-0.001398907,-0.005766319,286.89,164.82,0.082,0.135,-0.001357247,0,0,0,0,15.54688186,0,21.23,0,0,0,0,0,0
7/23/2014,0.13562706,-0.001181852,-0.001365454,280.97,164.82,0.079,0.133,0.001260362,0,0,0,0,15.54688186,0,21.38,0,0,0,0,0,0
7/24/2014,0.123138731,0.001619221,0.001625329,275.84,164.82,0.0768,0.131,-0.00179407,192,0,1.778512439,1.778512439,15.54688186,0,21.48,0,0,0,0,0,0
7/25/2014,0.114917078,0.004711434,0.002044161,283.77,164.82,0.072,0.129,0.002036266,0,0,0,0,15.54688186,0,20.88,0,0,0,0,0,0
7/28/2014,0.118979563,0.000696106,0.001619381,285.14,164.82,0.069,0.122,0.000242137,0,0,0,0,15.54688186,0,21.08,0,0,0,0,0,0
7/29/2014,0.123694506,0.008531329,0.006258489,289.43,164.82,0.065,0.119,0.00246645,0,0,0,0,15.54688186,0,22.19,0,0,0,0,0,0
7/30/2014,0.114166896,0.002110751,0.00112495,279.92,164.82,0.065,0.115,-0.001885562,84,0,0,0,15.54688186,0,20.92,0,0,0,0,0,0
7/31/2014,0.119952951,0.008099986,0.007680038,290.57,175.01,0.067,0.113,-0.001259019,240,0.971112863,0.7702,0.934583225,15.6620949,23852.3,21.88,0,0,0,0,0,0
8/1/2014,0.115664072,-0.005178144,-0.002393682,304.77,175.01,0.064,0.106,0.002516455,0,0,0,0,15.6620949,0,21.78,0,0,0,0,0,0
8/4/2014,0.123983922,0.00214298,0.001787824,305.9,175.01,0.0635,0.098,-0.000483442,12,0,0,0,15.6620949,0,22.19,0,0,0,0,0,0
8/5/2014,0.123938893,0.010646553,0.007182843,312.28,175.01,0.06,0.097,-0.002033013,90,0,0,0,15.6620949,0,21.68,0,0,0,0,0,0
8/6/2014,0.10707562,-0.000677995,-9.50E-05,315,175.01,0.06,0.095,0.003868851,0,0,0,0,15.6620949,0,21.39,0,0,0,0,0,0
8/7/2014,0.108900989,0.000805068,-0.000950601,321.21,175.01,0.06,0.093,0.002362301,290,0,2.170001057,2.170001057,15.6620949,0,21.28,0,0,0,0,0,0
8/8/2014,0.109749953,-0.01154457,-0.007605567,321.59,175.01,0.0553,0.091,0.001347385,764,0,0,0,15.6620949,0,21.48,0,0,0,0,0,0
8/11/2014,0.117229429,0.003934151,0.001914792,316.47,175.01,0.052,0.081,-0.000577228,0,0,0,0,15.6620949,0,20.85,0,0,0,0,0,0
8/12/2014,0.105120495,0.00136478,0.000127523,315.11,175.01,0.049,0.08,-0.00033687,4,0,0,0,15.6620949,0,20.78,0,0,0,0,0,0
8/13/2014,0.097934914,0.0000852,-0.000382616,313.94,175.01,0.048,0.077,0.001298733,0,0,0,0,15.6620949,0,20.32,0,0,0,0,0,0
8/14/2014,0.105309337,-0.003928439,-0.003930283,310.49,175.01,0.045,0.074,0.001345055,0,0,0,0,15.6620949,0,20.58,0,0,0,0,0,0
8/15/2014,0.105212916,0.003203693,0.006891738,313.41,175.01,0.044,0.072,0.003641769,0,0,0,0,15.6620949,0,20.68,0,0,0,0,0,0
8/18/2014,0.109021394,0.000895198,-0.0028339,307.76,175.01,0.0415,0.064,-0.00311385,70,0,0,0,15.6620949,0,20.68,0,0,0,0,0,0
8/19/2014,0.089041875,0.002553302,-0.000606032,303.52,175.01,0.032,0.063,0.001007074,0,0,0,0,15.6620949,0,20.91,0,0,0,0,0,0
8/20/2014,0.092249539,0.007831888,0.003121916,303.08,175.01,0.0305,0.061,0.00129332,74,0,0,0,15.6620949,0,21.46,0,0,0,0,0,0
8/21/2014,0.107821425,-0.003717791,-0.002005827,306.28,175.01,0.033,0.059,-0.000191498,0,0,0.690002535,0.690002535,15.6620949,0,22.48,0,0,0,0,0,0
8/22/2014,0.117106234,0.002071839,-0.000892772,308.64,175.01,0.033,0.057,0.000957121,0,0,0,0,15.6620949,0,22.32,0,0,0,0,0,0
8/25/2014,0.107891061,0.003036568,-0.000638182,308.37,175.01,0.0129,0.045,0.002054713,149,0,0,0,15.6620949,0,22.32,0,0,0,0,0,0
8/26/2014,0.116262842,0.001304577,-0.000702471,305.19,175.01,0.011,0.044,0.000811165,0,0,0,0,15.6620949,0,21.78,0,0,0,0,0,0
8/27/2014,0.142759228,-0.003285735,-0.001342454,302.75,175.01,0.0085,0.04,0.001953637,0,0,0,0,15.6620949,0,20.93,0,0,0,0,0,0
8/28/2014,0.133354931,0.008654425,0.007932631,307.69,175.01,0.011,0.035,0.001474611,0,0,0,0,15.6620949,0,20.83,0,0,0,0,0,0
8/29/2014,0.152499437,0.002965564,-0.000793613,306.35,162.22,0.0045,0.031,-0.000332787,678,0,0,0,15.6620949,0,21.33,0,0,0,0,0,0
9/1/2014,0.150402754,-0.001168468,-0.001620926,306.715,162.22,-0.006,0.018,4.75E-05,5,0,0,0,15.6620949,0,21.33,0,0,0,0,0,0
9/2/2014,0.149988412,0.003418094,0.003904829,307.08,162.22,-0.0081,0.017,-0.003286108,6,0,0,0,15.6620949,0,21.79,0,0,0,0,0,0
9/3/2014,0.170792597,-0.006470893,-0.005241685,304.48,162.22,-0.007,0.014,-0.002244563,0,0,0,0,15.6620949,0,21.38,0,0,0,0,0,0
9/4/2014,0.205715745,0.013520184,-0.002263995,299.75,162.22,-0.065,0.011,-0.000621727,0,0,0.444002166,0.444002166,15.6620949,0,21.28,0,0,0,0,0,0
9/5/2014,0.264775507,0.000784784,0.001499275,300.93,162.22,-0.064,0.009,0.002293689,73,0,0,0,15.6620949,0,20.7,0,0,0,0,0,0
9/8/2014,0.288081293,0.00896056,0.00438918,305.45,162.22,-0.065,0,-0.000477418,0,0,0,0,15.6620949,0,21.33,0,0,0,0,0,0
9/9/2014,0.291235631,0.001798856,0.00528591,307.56,162.22,-0.067,0,-0.003444156,0,0,0,0,15.6620949,0,22.45,0,0,0,0,0,0
9/10/2014,0.26528623,-0.004216048,-0.005730312,307.33,162.22,-0.064,-0.002,-0.00019169,149,0,0,0,15.6620949,0,21.94,0,0,0,0,0,0
9/11/2014,0.256550969,-0.002875454,-0.002511406,305.73,162.22,-0.0647,-0.003,-9.59E-05,136,0,0,0,15.6620949,0,22.4,0,0,0,0,0,0
9/12/2014,0.248405147,-0.000740741,0.002384398,305.25,162.22,-0.057,-0.005,-0.002207295,50,0,0,0,15.6620949,0,22.45,0,0,0,0,0,0
9/15/2014,0.244457435,0.000164656,-0.001716193,311.48,162.22,-0.054,-0.009,0.0012482,150,0,0,0,15.6620949,0,22.45,0,0,0,0,0,0
9/16/2014,0.266196293,-0.002513962,-0.001018395,313.3,162.22,-0.05,-0.009,-0.000960015,0,0,0,0,15.6620949,0,22.43,0,0,0,0,0,0
9/17/2014,0.269816391,0.00551419,-0.001848488,315.05,162.22,-0.049,-0.01,0.000864055,86,0,0,0,15.6620949,0,21.89,1,0,1,0.234113016,0,0.234113016
9/18/2014,0.286418657,-0.010395276,-0.005886887,315.8,162.22,-0.04,-0.01,-0.002113455,0,0,0.245,0.245,15.6620949,0,22.8,0,0,0,0,0,0
9/19/2014,0.286410151,0.006283089,-0.000963113,315.45,162.22,-0.048,-0.01,0.002928822,0,0,0,0,15.6620949,0,22.3,0,0,0,0,0,0
9/22/2014,0.281742295,0.001729178,0.003334833,316.35,162.22,-0.045,-0.011,0.001772328,0,0,0,0,15.6620949,0,23.56,0,0,0,0,0,0
9/23/2014,0.282773022,-0.003998109,-0.004363177,318.28,162.22,-0.035,-0.011,0.000813261,0,0,0,0,15.6620949,0,22.4,0,0,0,0,0,0
9/24/2014,0.287594905,0.002186515,-0.002897899,311.4,162.22,-0.041,-0.011,0.000239069,0,0,0,0,15.6620949,0,22.5,1,0,1,0.192031419,0,0.192031419
9/25/2014,0.296772206,0.008371684,0.006075919,316.87,162.22,-0.04,-0.011,0.001433213,0,0,0,0,15.6620949,0,22.85,0,0,0,0,0,0
9/26/2014,0.287224594,0.006882676,0.001665226,317.7,162.22,-0.041,-0.012,0.001383489,678,0,0,0,15.6620949,0,22.3,0,0,0,0,0,0
9/29/2014,0.278012619,-0.002845068,-0.002723444,330.55,162.22,-0.038,-0.012,0.000238339,15,0,0,0,15.6620949,0,23,0,0,0,0,0,0
9/30/2014,0.268776918,0.00154547,-0.002730882,333.62,173.505,-0.0365,-0.013,0.001190845,0,0,0,0,15.3750714,25244.4,21.99,0,0,0,0,0,0
10/1/2014,0.262090327,-0.003011805,-0.003706633,340.93,173.505,-0.042,-0.014,0.00232995,0,0,0,0,15.3750714,0,22.25,1,0,1,0.188030974,0,0.188030974
10/2/2014,0.266758305,-0.002571273,0.001065049,337.56,173.505,-0.0375,-0.014,-0.000380029,865,0,0.698335598,0.698335598,15.3750714,0,22.11,0,0,0,0,0,0
10/3/2014,0.268130534,0.01210462,-6.45E-05,339.72,173.505,-0.035,-0.015,0,865,0,0,0,15.3750714,0,22.65,0,0,0,0,0,0
10/6/2014,0.266807141,-0.018500181,-0.00734976,340.69,173.505,-0.035,-0.017,0,0,0,0,0,15.3750714,0,22.75,0,0,0,0,0,0
10/7/2014,0.275112127,0.0000411,0.001071829,346.37,173.505,-0.0245,-0.017,-0.000142548,0,0,0,0,15.3750714,0,22.6,0,0,0,0,0,0
10/8/2014,0.264795515,-0.009130597,-0.004066038,345.14,173.505,-0.031,-0.018,0.000332581,14,0,0,0,15.3750714,0,22.91,1,0,1,0.193040619,0,0.193040619
10/9/2014,0.264732149,0.001202895,-0.002120892,342.64,173.505,-0.025,-0.018,-0.000285063,0,0,0,0,15.3750714,0,22.4,0,0,0,0,0,0
10/10/2014,0.251829099,0.002980258,-0.001929019,350.01,173.505,-0.021,-0.019,0.001044833,0,0,0,0,15.3750714,0,22.49,0,0,0,0,0,0
10/13/2014,0.253500967,-0.008175507,0.001569654,355.16,173.505,-0.009,-0.022,-0.000807275,14,0,0,0,15.3750714,0,22.55,0,1,1,0,0,0
10/14/2014,0.253476741,0.00780346,0.000294036,360.31,173.505,-0.0125,-0.022,0.00393524,0,0,0,0,15.3750714,0,22.4,0,0,0,0,0,0
10/15/2014,0.233514158,-0.009763877,0.004367673,372.15,173.505,-0.014,-0.023,0.005238703,215,0,0,0,15.3750714,0,21.29,0,0,0,0,0,0
10/16/2014,0.232787093,0.001585315,-0.000520511,369.45,173.505,-0.012,-0.023,-0.005191385,22,0,0.988502983,0.988502983,15.3750714,0,20.55,0,0,0,0,0,0
10/17/2014,0.23152427,-0.001501815,-0.005350921,357.39,173.505,-0.011,-0.024,-0.002416089,0,0,0,0,15.3750714,0,21.11,0,0,0,0,0,0
10/20/2014,0.224615159,0.001918586,0.004992913,357.8,173.505,-0.009,-0.027,0.000900794,0,0,0,0,15.3750714,0,21.18,0,1,1,0,0,0
10/21/2014,0.228528455,0.003577077,-0.002966636,357.08,173.505,0.005,-0.027,-0.00132777,0,0,0,0,15.3750714,0,22.05,0,0,0,0,0,0
10/22/2014,0.228054152,0.007198442,0.001989596,352.69,173.505,0.0069,-0.027,0.00056926,0,0,0,0,15.3750714,0,21.76,0,0,0,0,0,0
10/23/2014,0.233510993,0.003333405,0.003025721,349.2,173.505,0.007,-0.028,-0.001851281,14,0,0,0,15.3750714,0,22.85,0,0,0,0,0,0
10/24/2014,0.23661794,-0.000205444,0.001655388,350.08,173.505,0.01,-0.028,0.000475014,0,0,0,0,15.3750714,0,22.8,0,0,0,0,0,0
10/27/2014,0.234797412,0.000575138,0.002785246,350.08,173.505,0.009,-0.03,0.001565948,19,0,0,0,15.3750714,0,22.75,0,1,1,0,0,0
10/28/2014,0.22533395,-0.00465165,-0.001812768,341.32,173.505,0.004,-0.03,-9.48E-05,8100,0,0,0,15.3750714,0,22.25,0,0,0,0,0,0
10/29/2014,0.231660802,0.01111966,0.003008689,335.38,173.505,-0.0022,-0.03,-0.001233689,3000,0,0,0,15.3750714,0,22.25,0,0,0,0,0,0
10/30/2014,0.22636447,-0.003843014,-0.005311753,336.06,173.505,-0.007,-0.031,0.00331801,0,0,1.196667399,1.196667399,15.3750714,0,22.73,0,0,0,0,0,0
10/31/2014,0.225640857,0.007630666,0.000551921,331.56,176.01,-0.01,-0.031,0.000756859,92,0,0,0,14.58049837,24268.5,22.7,0,0,0,0,0,0
11/3/2014,0.222585915,0.006159851,0.002787413,332.11,176.01,-0.014,-0.029,-0.001893223,780,0,0,0,14.58049837,0,22.73,0,1,1,0,0,0
11/4/2014,0.21460867,-0.005306557,-0.000129475,339.24,176.01,-0.025,-0.029,0.002838492,0,0,0,0,14.58049837,0,21.16,0,0,0,0,0,0
11/5/2014,0.175537215,0.009901671,0.005004935,341.05,176.01,-0.029,-0.03,-0.001229024,0,0,0,0,14.58049837,0,21.16,0,0,0,0,0,0
11/6/2014,0.183618748,0.005894281,-0.003129186,342.91,176.01,-0.028,-0.03,-0.000283836,0,0,0,0,14.58049837,0,21.13,0,0,0,0,0,0
11/7/2014,0.182163937,-0.00734309,-0.000678744,351.93,176.01,-0.029,-0.031,0.001323877,0,0,0,0,14.58049837,0,21.23,0,0,0,0,0,0
11/10/2014,0.184579181,-0.003833355,-0.006715245,347.76,176.01,-0.028,-0.033,-0.000378072,34,0,0,0,14.58049837,0,21.28,0,1,1,0,0,0
11/11/2014,0.186819112,-0.003117853,0.001236134,348.715,176.01,-0.02,-0.033,0.000189054,25,0,0,0,14.58049837,0,21.8,0,1,1,0,0,0
11/12/2014,0.179779586,-0.000608507,-0.003451985,349.67,176.01,-0.026,-0.033,0.000897518,59,0,0,0,14.58049837,0,22.31,0,0,0,0,0,0
11/13/2014,0.18673856,-0.005778951,-0.002809449,353.1,176.01,-0.027,-0.034,0.000472054,117,1.548002038,1.052669404,1.277820667,14.58049837,0,22.7,0,0,0,0,0,0
11/14/2014,0.179276884,-0.002329146,0.001667021,356.1,176.01,-0.0228,-0.034,0.000990589,0,0,0,0,14.58049837,0,22.7,0,0,0,0,0,0
11/17/2014,0.17744168,0.007011851,0.000946676,357.54,176.01,-0.0188,-0.035,-0.000707464,36,0,0,0,14.58049837,0,22.68,0,1,1,0,0,0
11/18/2014,0.164566654,-0.009223426,-0.002384726,358.35,176.01,-0.0122,-0.035,-0.000377519,4158,0,0,0,14.58049837,0,22.18,0,0,0,0,0,0
11/19/2014,0.162069816,-0.003738015,-0.002324859,352.77,176.01,-0.007,-0.036,-0.002883277,12,0,0,0,14.58049837,0,23.11,0,0,0,0,0,0
11/20/2014,0.168787576,-0.000411624,-0.001574803,353.81,176.01,-0.01,-0.036,0.002694464,40,0,0,0,14.58049837,0,23.29,0,0,0,0,0,0
11/21/2014,0.176444023,0.010973373,-0.000886918,349.32,176.01,-0.009,-0.036,0.001886526,137,0,0,0,14.58049837,0,22.78,0,0,0,0,0,0
11/24/2014,0.191182902,0.00073272,0.004851991,348.89,176.01,-0.008,-0.038,-0.000565584,90,0,0,0,14.58049837,0,22.93,0,1,1,0,0,0
11/25/2014,0.19169057,-0.001302985,0.001307318,353.4,176.01,-0.002,-0.038,0.00221338,19,0,0,0,14.58049837,0,21.53,0,0,0,0,0,0
11/26/2014,0.188956227,0.0000407,0.002479205,352.51,176.01,-0.0037,-0.038,0.001645085,15,0,0,0,14.58049837,0,23.05,0,0,0,0,0,0
11/27/2014,0.19769624,0.004025459,0.000976944,358.895,176.01,-0.006,-0.038,0.001689269,20,1.3441175,0.90435031,1.108893332,14.58049837,0,22.85,0,0,0,0,0,0
11/28/2014,0.194836584,-0.000974382,-0.002509412,362.0875,164.395,-0.002,-0.038,9.38E-05,120,0,0,0,14.58049837,0,22.35,0,0,0,0,0,0
12/1/2014,0.18935931,-0.002684456,-0.000914077,365.28,164.395,-0.0075,-0.036,-0.001783034,171,0,0,0,14.58049837,0,22.45,0,1,1,0,0,0
12/2/2014,0.19885129,0.010332135,0.003293284,364,164.395,-0.012,-0.036,-0.000939717,157,0,0,0,14.58049837,0,22.45,0,0,0,0,0,0
12/3/2014,0.212256379,0.005787798,-3.26E-05,364.39,164.395,-0.015,-0.036,0.000141014,152,0,0,0,14.58049837,0,22.98,0,0,0,0,0,0
12/4/2014,0.218056926,-0.006070004,-0.000586147,364.42,164.395,-0.008,-0.037,-0.001175724,131,0,0,0,14.58049837,0,22.02,0,0,0,0,0,0
12/5/2014,0.241818247,0.003863339,-0.003687573,364.69,164.395,0,-0.037,-0.000376524,0,0,0,0,14.58049837,0,22.55,0,0,0,0,0,0
12/8/2014,0.282097902,-0.001728609,0.000849673,379.26,164.395,0.003,-0.038,0.00404022,147,0,0,0,14.58049837,0,23.25,0,1,1,0,0,0
12/9/2014,0.282645966,-0.004395257,0.000261293,392.78,164.395,-0.008,-0.038,0.00192042,723,0,0,0,14.58049837,0,21.36,0,0,0,0,0,0
12/10/2014,0.284778838,-0.00291392,0.00296741,410.35,164.395,-0.0061,-0.039,0.000748433,60,0,0,0,14.58049837,0,21.46,1,0,1,0.209580898,0,0.209580898
12/11/2014,0.272322309,0.006020828,0.003056019,412.14,164.395,-0.0105,-0.038,0.000280518,124,0.837504594,1.069567917,0.961631557,14.58049837,0,22.03,0,0,0,0,0,0
12/12/2014,0.272302015,-0.004158178,-0.000227254,439.87,164.395,-0.008,-0.038,0.003546434,800,0,0,0,14.58049837,0,22.77,0,0,0,0,0,0
12/15/2014,0.271548069,0.005567224,0.003726934,458.98,164.395,-0.008,-0.038,0.000139733,63,0,0,0,14.58049837,0,23.75,0,0,0,0,0,0
12/16/2014,0.256705501,0.004695881,0.010682212,477.58,164.395,-0.009,-0.038,0.001721772,0,0,0,0,14.58049837,0,21.22,0,0,0,0,0,0
12/17/2014,0.252876396,0.018919751,0.005266782,442.34,164.395,-0.012,-0.038,0.000557776,45,0,0,0,14.58049837,0,22.51,0,0,0,0,0,0
12/18/2014,0.242165553,0.006579229,0.002162507,417.99,164.395,-0.0081,-0.038,-0.001441559,5054,0,0,0,14.58049837,0,21.16,0,0,0,0,0,0
12/19/2014,0.210343478,0.007350258,0.002506466,407.51,164.395,-0.0047,-0.038,0.00023265,47,0,0,0,14.58049837,0,22.68,0,0,0,0,0,0
12/22/2014,0.196433914,-0.005868083,-0.005656375,403.14,164.395,-0.014,-0.04,-0.000418809,0,0,0,0,14.58049837,0,23.48,0,1,1,0,0,0
12/23/2014,0.197185373,0.012048572,0.007302779,393.77,164.395,-0.0122,-0.041,0.000558373,24,0,0,0,14.58049837,0,24.45,1,0,1,0,0,0
12/24/2014,0.195805941,0.000308024,0.002180475,394.91,164.395,-0.0173,-0.042,0,24,0,0,0,14.58049837,0,25.66,0,0,0,0,0,0
12/29/2014,0.19199487,-0.003277617,-0.006841749,399.31,164.395,-0.017,-0.046,0.00339007,71,0,0,0,14.58049837,0,25.51,0,0,0,0,0,0
12/30/2014,0.172896077,-0.000115877,0.000413098,403.63,164.395,-0.023,-0.047,-9.27E-05,33,0,0,0,14.58049837,0,25.01,0,0,0,0,0,0
12/31/2014,0.159559343,0.010604879,0.005797118,404.2,180.01,-0.026,-0.049,0,33,0,0,0,14.47765207,27253.9,22.01,0,0,0,0,0,0
1/2/2015,0.151383177,0.01273128,0.00394055,410.11,180.01,-0.0305,-0.047,0.004210338,4,0,0,0,14.47765207,0,24.04,0,0,0,0,0,0
1/5/2015,0.125558845,0.005948813,3.15E-05,431.74,180.01,-0.0325,-0.05,0.000230824,4,0,0,0,14.47765207,0,24.35,0,0,0,0,0,0
1/6/2015,0.15293458,0.009303783,0.005678358,446.2,180.01,-0.0363,-0.051,0.005799252,140,0,0,0,14.47765207,0,22.58,0,0,0,0,0,0
1/7/2015,0.145462076,-0.001526008,-0.005709819,439.3,180.01,-0.037,-0.052,-0.001515604,30,0,0,0,14.47765207,0,23.18,1,0,1,0.204621685,0,0.204621685
1/8/2015,0.156247124,-0.001864142,-0.005774253,427.42,180.01,-0.035,-0.053,-0.003499244,45,2.150168767,0.999835333,1.575002146,14.47765207,0,23.69,0,0,0,0,0,0
1/9/2015,0.172308435,-0.001867623,0.002307389,435.57,180.01,-0.039,-0.054,0.00216545,23,0,0,0,14.47765207,0,23.89,0,0,0,0,0,0
1/12/2015,0.164167322,0.003321952,0.002585529,446.58,180.01,-0.035,-0.058,0.001012006,75,0,0,0,14.47765207,0,23.76,0,0,0,0,0,0
1/13/2015,0.161843733,0.00823844,0.003206844,449.29,180.01,-0.043,-0.059,0.000689417,0,0,0,0,14.47765207,0,22.8,0,0,0,0,0,0
1/14/2015,0.159057109,0.001919953,0.003259169,451.75,180.01,-0.04,-0.061,0.003211012,247,0,0,0,14.47765207,0,22.83,0,0,0,0,0,0
1/15/2015,0.130637813,0.022071119,0.00866022,454.84,180.01,-0.058,-0.062,0.000183175,650,0,0,0,14.47765207,0,22.73,0,0,0,0,0,0
1/16/2015,0.156595656,-0.006988098,-0.012547373,451.76,180.01,-0.0717,-0.064,0.000869625,18,0,0,0,14.47765207,0,24.14,0,0,0,0,0,0
1/19/2015,0.1715612,0.000907952,0.004106138,452.615,180.01,-0.074,-0.067,0.000594571,0,0,0,0,14.47765207,0,24.1,0,0,0,0,0,0
1/20/2015,0.175310269,-0.00560613,-0.010407753,453.47,180.01,-0.065,-0.068,-0.000869108,8,0,0,0,14.47765207,0,25.16,0,0,0,0,0,0
1/21/2015,0.170438208,-0.008615844,-0.003356027,450.36,180.01,-0.052,-0.069,-0.003851449,878,0,0,0,14.47765207,0,23.68,0,0,0,0,0,0
1/22/2015,0.175875126,0.011968739,-0.009367601,447.65,180.01,-0.051,-0.07,0.00394297,2265,0.5004018,0.419134548,0.464283048,14.47765207,0,24.09,0,0,0,0,0,0
1/23/2015,0.180686351,0.005876822,-0.008390309,441.25,180.01,-0.039,-0.071,0.005202878,0,0,0,0,14.47765207,0,24.09,0,1,1,0,0,0
1/26/2015,0.190312943,0.000723144,0.003705558,442.85,180.01,-0.0253,-0.074,-0.001731287,212,0,0,0,14.47765207,0,25.1,0,0,0,0,0,0
1/27/2015,0.185400408,-0.01170667,0.001092931,443.26,180.01,-0.04,-0.074,0.000638191,0,0,0,0,14.47765207,0,23.74,0,0,0,0,0,0
1/28/2015,0.184535101,0.012898716,0.004551728,452.51,180.01,-0.052,-0.075,0.001957616,0,0,0,0,14.47765207,0,23.94,0,0,0,0,0,0
1/29/2015,0.16095929,-0.008119517,-0.005290933,448.05,180.01,-0.041,-0.075,-0.000136454,15,0,0,0,14.47765207,0,24.95,0,0,0,0,0,0
1/30/2015,0.161390006,0.001781786,-0.000643232,454.78,145.01,-0.042,-0.075,0.004493166,0,0,0,0,14.47765207,0,25.31,0,0,0,0,0,0
2/2/2015,0.160727152,-0.004478679,-0.000257409,448.79,145.01,-0.04,-0.075,0.000724277,5,0,0,0,14.47765207,0,24.7,0,0,0,0,0,0
2/3/2015,0.144266282,-0.018378199,-0.006197767,434.51,145.01,-0.0468,-0.075,-0.001947685,731,0,0,0,14.47765207,0,23.99,0,0,0,0,0,0
2/4/2015,0.144733553,0.012485387,0.000744469,436.66,145.01,-0.0468,-0.075,-0.000952575,290,0,0,0,14.47765207,0,25,0,0,0,0,0,0
2/5/2015,0.135152746,-0.018749623,-0.007241585,430.74,145.01,-0.048,-0.075,0.000453721,0,0.649443959,0.464002342,0.556723113,14.47765207,0,25.1,0,0,0,0,0,0
2/6/2015,0.15055563,0.011343683,-0.00280679,419.64,145.01,-0.046,-0.075,-0.000499104,0,0,0,0,14.47765207,0,24.04,0,0,0,0,0,0
2/9/2015,0.15175856,0.005789422,0.006547788,421.62,145.01,-0.047,-0.075,0.001133967,136,0,0,0,14.47765207,0,25.33,0,0,0,0,0,0
2/10/2015,0.149339511,0.002643853,0.002302691,427.93,145.01,-0.049,-0.075,-0.001270129,0,0,0,0,14.47765207,0,25.3,0,0,0,0,0,0
2/11/2015,0.155262984,0.000146676,0.001456712,430.53,145.01,-0.048,-0.075,0.0009074,52,0,0,0,14.47765207,0,25.3,0,0,0,0,0,0
2/12/2015,0.151474995,-0.016637473,-0.010601381,422.79,145.01,-0.0528,-0.075,0.002445875,131,0,0,0,14.47765207,0,24.8,0,0,0,0,0,0
2/13/2015,0.152234616,0.002717848,0.001470084,412.28,145.01,-0.0513,-0.075,-0.001584607,129,0,0,0,14.47765207,0,25.2,0,0,0,0,0,0
2/16/2015,0.164792216,0.005043773,0.002119647,407.58,145.01,-0.046,-0.076,-0.000634547,24,0,0,0,14.47765207,0,25.11,0,0,0,0,0,0
2/17/2015,0.165021482,-0.001888435,0.002927498,402.88,145.01,-0.051,-0.076,-0.00217865,63,0,0,0,14.47765207,0,25.16,0,0,0,0,0,0
2/18/2015,0.161689542,-0.005202345,-0.006386467,411.41,145.01,-0.0523,-0.076,-0.001591597,3854,0,0,0,14.47765207,0,24.54,0,0,0,0,0,0
2/19/2015,0.159321379,0.001340333,-0.001242927,408.09,145.01,-0.054,-0.076,-0.000318624,0,0.777504444,0.743106454,0.757146443,14.47765207,0,24.63,0,0,0,0,0,0
